DID,Name,Designation,Specialities,Branch
PDC-768,ASSTT. PROF. DR. DEBASHISH ROY (MORNING),"Life member: Asia Pacific Orthopedic Association, Life Member: Indian Orthopedic Association, Member : World Orthopedic Concern",Orthopaedic Surgery,Rajshahi
PDC-769,ASSTT. PROF. DR. MD MUNZUR RAHMAN,"MBBS, BCS, FCPS(Ortho),FAOC(Switzerland),FACAS(America)AO, Spain Advance And Master's Course (Switzerland) Orthoplasti Master's Course(India ), Assistant Professor, Department of Orthopedic & Spine Surgery , Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-770,DR. RAJIB KUMAR PAUL,"MBBS (RMC), BCS (Health), D-Ortho (BSMMU)- PG Hospital. Advance Training( Velor, India) Palliative Care & Pain Management. Khulna Medical College Hospital, Khulna.",Orthopaedic Surgery,Khulna
PDC-771,ASST. PROF. DR. EMDADUL HAQUE,"MBBS.MS(Ortho). Assistant Professor Department Of Orthopedics, NITOR Hospital",Orthopaedic Surgery,Jatrabari
PDC-772,DR. SHEIKH ANISUR RAHMAN,MBBS. BCS. D-Ortho(BSMMU) . Orthopedic Surgeon. Dhaka Medical College Hospital,Orthopaedic Surgery,Jatrabari
PDC-773,ASST. PROF. DR. RAFIKUL ISLAM KHAN SHIMUL,"MBBS. BCS. MS(Ortho). Assistant Professor Department Of Orthopaedics, NITOR Hospital",Orthopaedic Surgery,Jatrabari
PDC-774,DR. JHOTON CHANDRA BANIK,"MBBS.BCS. MS(Ortho). FACS(USA). FICS(USA). Senior Residential Surgeon, Dhaka Medical College Hospital",Orthopaedic Surgery,Jatrabari
PDC-775,ASST. PROF. DR. MUSFIKUR RAHMAN,MBBS.BCS.D-Ortho.MS( Ortho). Pongu Hospital (NITOR),Orthopaedic Surgery,Jatrabari
PDC-776,DR. SHIBENDU MISTRY (EVENING),"MBBS (Dhaka), BCS (Health) MS (Orthopaedic Surgery) BSMMU. Resident Surgeon (Orthopedics & Traumatology) Ortho. & Trauma Specialist Surgeon. Spine Surgery, Llizarov, Arthroplasty & Arthroscopy Surgeon .Khulna Medical College Hospital,khulna.",Orthopaedic Surgery,Khulna
PDC-777,ASST.PROF.DR.RAYHAN ALI MOLLAH,,Orthopaedic Surgery,Uttara
PDC-778,DR. M.A. SALAM,,Orthopaedic Surgery,Bogura
PDC-779,ASSOC. PROF. DR. MAMUN RASHID BHUIYA,"MBBS, D-Ortho (BSMMU) , MS(Ortho). Ex-Pongo Hospital(NITOR)",Orthopaedic Surgery,Jatrabari
PDC-780,ASSTT. PROF. DR. MD. ABDUL AWAL,"MBBS(RMC), BCS( Helth), MS- Ortho Surgery(D.M.C) , Assistant Professor, Department of Orthopedic & Spine Surgery Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-781,PROF. DR. MD. IBRAHIM KHALIL,"MBBS, MS (Ortho) Fellow Joint Replacement & Orthoscopy, AIIMS, New Delhi. Bone Join, Paralyzed, Rheumatology Specialist. Prof. & Head Of The Dept. (Ortho Surgery), Ad- Din Akij Medical College Hospital. Khulna.",Orthopaedic Surgery,Khulna
PDC-782,DR. AREFIN IFTEKHAR AHMED,MBBS. BCS. D-Ortho ( BSMMU) . AO Trauma Basic NITOR. Pongu Hospital,Orthopaedic Surgery,Jatrabari
PDC-783,ASST. PROF. DR. RAFIQUL ISLAM,"MBBS. BCS. FCPS (Ortho Surgery). MS ( Ortho). D-Ortho. FACS . Assistant Professor, Pongu NITOR Hospital",Orthopaedic Surgery,Jatrabari
PDC-784,ASSTT. PROF. DR. S M YOUSUF AMIN,"MBBS. MS (Orthopedic Surgery), Asstt. Prof & Head of Department of Orthopedic Surgery ,Barrind Medical College & Hospital, Rajshahi",Orthopaedic Surgery,Rajshahi
PDC-785,ASST. PROF. MAJOR(RETD.) DR. SOHELUR RAHMAN,"MBBS, BCS, MS(Ortho) Assistant Professor(Retd.)",Orthopaedic Surgery,Narayangonj
PDC-786,DR. S M SUFI SHAFI-UL-BASHAR,,Orthopaedic Surgery,Mirpur
PDC-787,PROF. DR. MD. ABDUR ROB,,Orthopaedic Surgery,Gazipur
PDC-788,DR. MOHAMMAD NEYAMUL HASAN,"MBBS, MS(Ortho). BCS. NITOR Pongo Hospital .",Orthopaedic Surgery,Jatrabari
PDC-789,PROF. DR. MD. ABDUS SABUR,,Orthopaedic Surgery,Gazipur
PDC-790,DR. MD. JAHANGIR ALAM,,Orthopaedic Surgery,Gazipur
PDC-791,DR. MD. ZIAUL HASAN 5PM,,Orthopaedic Surgery,Barisal
PDC-792,ASSO. PROF. DR. SHORIFUL HASAN,"MBBS, MS(Ortho) East West Medical Collage & Hospital",Orthopaedic Surgery,Uttara
PDC-793,PROF. DR. GOLAM FARUQUE,,Orthopaedic Surgery,Savar
PDC-794,DR. MD. AZADUR RAHMAN,,Orthopaedic Surgery,Rangpur
PDC-795,PROF. DR. MONAIM HOSSEN,,Orthopaedic Surgery,Gazipur
PDC-796,DR.MD. RASHEDUL ISLAM,"MS (Ortho), FCPS (Ortho), FAGS (USA) MBBS (MMC), BCS (Health) Fellow AO Spine (Asia Pacific), Ganga Hospital-Coimbatore,India Fellow Operation Straight Spine JIMS India A.O Spine Basic & Advance-India, BD Consultant-Spine.Arthroscopic ,Trauma & Orthopaedic Surgeon National Institute of Tranmatology & Ortho Rehabilitation (NITOR) Dhaka.",Orthopaedic Surgery,Dhanmondi
PDC-797,DR. S. M MUSA,MBBS. MS ( Ortho). Senior Consultant.. Sheikh Mujib Medical College University,Orthopaedic Surgery,Jatrabari
PDC-798,ASSO. PROF. DR. BABUL KUMAR SAHA 4 PM,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-799,DR. MD. SAIFUL ISLAM,MBBS; BCS (Health); MS (Ortho-Surgery); Consultant- National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),"Orthopaedic Surgery, Orthopedics",Noakhali
PDC-800,ASST PROF DR. TAPOS KUMAR ROY,,Orthopaedic Surgery,Rangpur
PDC-801,ASST. PROF. DR. EHTESHAMUL CHOUDHURY (ROMU),"MBBS, MS (Orthopaedic Surgery,NITOR) AO Trauma Basic (New Delhi, India) Orthopaedic Specialist & Surgeon, Dept. of Orthopaedic Surgery BSMMU",Orthopaedic Surgery,Shantinagar
PDC-802,ASST. PROF. DR. SUJIT PAUL,"MBBS. BCS.MS(Ortho). Assistant Professor Department Of Orthopedics, NITOR Hospital",Orthopaedic Surgery,Jatrabari
PDC-803,DR. M S KAMAL UDDIN,,Orthopaedic Surgery,Chattogram
PDC-804,DR. MARUF MUNSUR,,Orthopaedic Surgery,Barisal
PDC-805,PROF. DR. ANISUL HAQUE,"MBBS, Ph.D, FCPS,FRCP (Edin), Consultant Neurology, NHS-England. BSMMU.",Neurology,Dhanmondi
PDC-806,PROF. DR. SYED WAHIDUR RAHMAN,,Neurology,Dhanmondi
PDC-807,PROF. DR. HASAN ZAHIDUR RAHMAN,"MBBS, MD (Neurology). BSMMU.",Neurology,Dhanmondi
PDC-808,PROF. DR. SEHELLY JAHAN,,Neurology,Dhanmondi
PDC-809,DR. MD. MAHBUBUL ALAM,,Neurology,Dhanmondi
PDC-810,DR. RUMANA HABIB,,Neurology,Dhanmondi
PDC-811,DR. PERVEZ AMIN,,Neurology,Dhanmondi
PDC-812,DR. NURUL ALAM BASHAR,,Neurology,Dhanmondi
PDC-813,DR. RUHUL QUDDUS,"MBBS, FCPS (Medicine), MD (Neurology), Assistant Professor, Department of Neurology, National Institute of Neurosciences & Hospital, Dhaka.",Neurology,Dhanmondi
PDC-814,ASSO. PROF. DR. G.D. MONDOL,"MBBS,MD(Neurology) FCPS(Medicine),FP. Associate Professor National Institute of Neurosciences Hospital. Sher-E-Bangla Nagar,Dhaka.",Neurology,Mymensingh
PDC-815,ASST. PROF. DR. S.M. JOBAIDUL ALAM BHUYA,"MBBS,(Dhaka),BCS(Health) MD,Neurology(DMC) FCPS,Neurology(Thesis) Assistant Professor Department Of Neurology Mymensingh Medical College & Hospital,Mymensingh",Neurology,Mymensingh
PDC-816,ASSO. PROF. DR. UTTAM KUMAR SARKER,"MBBS,BCS(Health),MD(NeuroMedicine) Trained in Nerve Muscle Diseases(India) Associate Professor,Department Of Neurology Mymensingh Medical College & Hospital,Mymensingh",Neurology,Mymensingh
PDC-817,PROF. DR. QUAMRUDDIN AHMAD,"MBBS,FCPS (BIRDEM)",Neurology,Shantinagar
PDC-818,ASSO. PROF. DR. MD. IBRAHIM KHALIL,"MBBS,FCPS,MD (SSMC)",Neurology,Shantinagar
PDC-819,PROF. DR. RAJIB NAYAN CHOW.,"MBBS,MCPS,FCPS,MD (National Institute of Neurosciences & Hospital)",Neurology,Shantinagar
PDC-820,PROF. DR. PARITOSH KUMAR SARKAR,"MBBS, BCS, MD (National Institute of Neuroscience & Hospital)",Neurology,Shantinagar
PDC-821,DR. TANJINA TARANNUM DIPU,,Neurology,Barisal
PDC-822,ASSO. PROF. DR. MOHAMMAD MASUDUR RAHMAN,,Neurology,Barisal
PDC-823,PROF.DR.TOWHIDUL ISLAM CHOWDHURY,,Neurology,Savar
PDC-824,PROF.DR.KAZI ABDULLAH AL-MAMUN,,Neurology,Savar
PDC-825,PROF.DR.KAZI ABDULLAH AL-MAMUN-2,,Neurology,Savar
PDC-826,DR. K.M AHASAN AHMED (CHANCHAL) FRIDAY,,Neurology,Kushtia
PDC-827,DR. ABU NAYEEM,,Neurology,Dhanmondi
PDC-828,ASST. PROF. DR. MAFTAHUL JANNAT (SWARNA),,Neurology,Gazipur
PDC-829,ASSIT. PROF. DR. RAJESH SHAHA,,Neurology,Badda
PDC-830,DR. K. M. AHSAN AHMED,,Neurology,Badda
PDC-831,PROF. DR. MD. KAFIL UDDIN,"MBBS, (Dhaka) MCPS, (Medicine), MD (Neurology),Professor & Head Department Of Neuro-Medicine, Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-832,ASSOC. PROF. DR. M. AHMED ALI,"MBBS, MD (Neoro-Medicine) D.U , Associate Professor, Department of Neuro-Medicine, Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-833,PROF. DR. PIJUSH KUMAR KUNDU,"MBBS, MD (Neuromedicine) Professor, Department of Neuro-Medicine Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-834,ASSOC. PROF. DR. MD. MUNZUR ALAHI,"MBBS, MD (Neurology),Assoc Professor, Department of Neurology, Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-835,ASSOC. PROF. DR. MD. PERVEZ AMIN,"MBBS, MD (Neurology), MBBS, MD (Neurology), EX. Associate Professor Department of Neurology, Rajshahi Medical College & Hospita",Neurology,Rajshahi
PDC-836,ASSTT. PROF. DR. MUHTARIMA TABASSUM NIPU,"MBBS, BCS (Health), MD (Neuro-Medicine), Assistant Professor, Department of Neuro-Medicine, Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-837,ASSOT. PROF.DR. MD. RASHEDUL ISLAM,"MBBS, FCPS (Medicine), FCPS (Neurology) MRCP(UK), FACP (USA), Associate. Professor (Neurology) BIRDEM Hospital,Shabag Dhaka","Neurology, Medicine",Shyamoli
PDC-838,PROFESSOR. DR. M.S. JOHIRUL HAQUE CHOWDHURY,"MBBS,BCS(Health),CCD(Diabetic),MACP(Medicine,USA),MD(Neurology),National Institute Of Neurosciences & Hospital,Dhaka",Neurology,Shyamoli
PDC-839,ASSOT.PROF.DR. M AMIR HOSSAIN,"MBBS,BCS(Helth),FCPS(Medicine),MD(Neurology)",Neurology,Shyamoli
PDC-840,PROF. DR. KANUJ KUMAR BARMON,,Neurology,English road
PDC-841,ASST.PROF. DR. PALLAB KANTI SAHA,,Neurology,English road
PDC-842,PROF. DR. MD. MONIRUZZAMAN BHUIYAN,,Neurology,Uttara
PDC-843,PROF. DR. RASHIMUL HAQUE RIMON,,Neurology,Uttara
PDC-844,ASSO. PROF DR. MD. MOSARRAF HOSSAIN,,Neurology,Uttara
PDC-845,ASSO. PROF. DR. ANIS AHMED,,Neurology,Uttara
PDC-846,PROF DR. MD MOMENUZZAMAN KHAN,,Neurology,Uttara
PDC-847,ASST. PROF. DR. MOHIUDDIN AHMED,,Neurology,Uttara
PDC-848,ASSO. PROF. DR. MD. REZAUL KARIM TALUKDER (RANZU),"M.B.B.S (Dhaka),B.S.C (Health),M.D (Neurology),M.A.C.P (America),Medicine Specialist & Neurologist, Associate Professor(Neurology),Mymensingh Medical College & Hospital,Mymensingh.",Neurology,Mymensingh
PDC-849,PROF. DR. ZAHED ALI,"MBBS,FCPS(Medicine)MD(Neurology) Sir Salimullah Medical College(Midford Hospital)",Neurology,Narayangonj
PDC-850,ASSO. PROF. DR. ABU NAYEEM,"MBBS(DMC),FCPS(MEDICINE),MD(Neurology) National Institute of Neurosciences & Hospital",Neurology,Narayangonj
PDC-851,ASSO. PROF. DR. DEWAN MD. ELIAS,"MBBS,BCS(Health),MD(Neurology) National Institute of Neurosciences & Hospital",Neurology,Narayangonj
PDC-852,ASST. PROF. DR. MD. NAZMUL HAQUE MUNNA,"MBBS(D.M.C),BCS(Health),MCPS(Medicine),MD(Neurology) Current Posting:-National Institute of Neurosciences & Hospital",Neurology,Narayangonj
PDC-853,ASST. PROF. DR. RAJESH SAHA,"MBBS,BCS(Health),MD(Neuro Medicine).Shaheed Suhrawardy Medical College Hospital",Neurology,Narayangonj
PDC-854,DR. NAFIZ KHAN ROUSSEAU,"MBBS (DMC), BCS (Health), CCD (Bardem), MCPS (Medicine),Md (Neuro Medicine), MACP (USA). Dhaka Medical College Hospital",Neurology,Narayangonj
PDC-855,ASSOC..PROF.DR.MD. ZAKIRUL ISLAM (JEWEL),,Neurology,Bogura
PDC-856,ASSOC. PROF. DR. AHMED ASHAFUDDOWLA,,Neurology,Bogura
PDC-857,ASSOC. PROF. DR. SAIFUL BASHAR,,Neurology,Bogura
PDC-858,ASSTT. PROF. DR. MD. MAHBUBUR RAHMAN,,Neurology,Bogura
PDC-859,DR. MD. AZIZUL HAQUE,,Neurology,Bogura
PDC-860,ASST. PROF DR. FAKHRUL ISLAM,MBBS.BCS.MD,Neurology,English road
PDC-861,PROF. DR. COL. MD. MOZIBUR RAHMAN (EVENING),,Neurology,Mirpur
PDC-862,ASSO. PROF. DR. MAHMUDUR RAHMAN,,Neurology,Mirpur
PDC-863,PROF. DR. MD. TAUHIDUL ISLAM CHOWDHURY,,Neurology,Mirpur
PDC-864,ASSO. PROF. DR. M.A. MOMEN KHAN,,Neurology,Mirpur
PDC-865,ASSO. PROF. DR. MOHAMMAD MASUD HASAN,,Neurology,Gazipur
PDC-866,PROF. DR. KANUJ KUMAR BARMAN,,Neurology,Gazipur
PDC-867,ASST. PROF. DR. S.M DASTEGIR KHAN,"MBBS, MD (Sir Salimullah Medical)",Neurology,Shantinagar
PDC-868,ASSO. PROF. DR. EMDADUL HAQUE,Associate Professor,Neurology,Rangpur
PDC-869,ASST. PROF. DR. SHAFIQUS SALEHEEN APU,Assistant Professor,Neurology,Rangpur
PDC-870,ASSO. PROF. DR. SUKUMAR MAJUMDAR,Asso. Professor,Neurology,Rangpur
PDC-871,ASST. PROF. DR. PROSHANTO KUMAR PONDIT,Assistant Professor,Neurology,Rangpur
PDC-872,ASST. PROF. DR. ABU HANIF,Assistant Professor,Neurology,Rangpur
PDC-873,ASSOC. PROF. DR. MAHBUBUL ALAM,Associate Professor,Neurology,Dinajpur
PDC-874,DR. SABBIR AHMED DHALI,"MBBS, BCS, MD (DMC)",Neurology,Shantinagar
PDC-875,PROF. DR. MANABENDRA BHATTA CHARJEE,"MBBS, MD (Neurology), Professor & Head Of The Dept. (Neurology), Mymensingh Medical College & Hospital, Mymensingh.",Neurology,Mymensingh
PDC-876,DR. AJAY KUMAR AGARWALLA,,Neurology,Dinajpur
PDC-877,ASSTT. PROF. DR. MD. SHAFIQUS SALEHEEN,Assistant Professor,Neurology,Dinajpur
PDC-878,ASSO. PROF. DR. KINGSHUK ABIR,"MBBS, MD( Neurology) Dhaka Medical College",Neurology,Narayangonj
PDC-879,ASSTT. PROF. DR. REZA NASIM AHMED (RONI),"MBBS, BCS(Health),MD (Neuromedicine), MACP (USA), FRSM (London, UK),Assistant Professor, Dept. of Neuro-Medicine, Rajshahi Medical College & Hospita",Neurology,Rajshahi
PDC-880,ASSO.PROF.DR MD MASUD HASAN,,Neurology,Uttara
PDC-881,PROF. DR. AMIT WAZIB,,"Nuclear Medicine, Neurology",Badda
PDC-882,ASST.PROF.DR. BIPLOB PAUL,MBBS.MD (Neuro medicine),Neurology,English road
PDC-883,DR. MD. AYNUL HOQUE SHAKIL,MBBS. BCS (Health). MD ( Neurology). Dhaka Medical College.,Neurology,Narayangonj
PDC-884,PROF. DR. MD. RAFIQUL ISLAM,,Neurology,Gazipur
PDC-885,PROF. DR. (COL.) MD. MOZIBOR RAHMAN,,Neurology,Gazipur
PDC-886,ASST. PROF. DR. KINGSHUK ABIR,,Neurology,Gazipur
PDC-887,ASSO. PROF. DR. MOSTOFA KAMRUZZAMAN,,Neurology,Gazipur
PDC-888,DR. MD. SHOFIKUL ISLAM,,Neurology,Dinajpur
PDC-889,ASST. PROF. DR. SOMEN CHOWDHURY,,Neurology,Chattogram
PDC-890,DR. MASIHUZZAMAN (ALPHA),,Neurology,Chattogram
PDC-891,DR. SAKHAWAT AHMED NASIR,,Neurology,Chattogram
PDC-892,DR. MD. EDRISH ALI AKAND,"MBBS, BCS (Health), MD (Neuromedicine), Neuromedicine & Medicine Specialist, Consultant Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-893,DR. A B M MAHBUBUL HAQUE (LEMON),"MBBS, BCS (Health), MD (Neuromedicine),Consultant Neuromedicine , Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-894,ASSO. PROF. DR. KINGSHUK ABIR,,Neurology,Uttara
PDC-895,ASSTT. PROF. DR. RASEUL KABIR (PALASH),"MBBS, BCS (Health),MD ( Neuro-Medicine), Asstt. Prof. , Dept. Of Neuro-Medicine,Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-896,DR. MOHAMMAD ULLAH,"MBBS; BCS (Health); FCPS (Medicine); MD (Neurology); DLP (Diabetology); 250 Bed General Hospital, Noakhali.",Neurology,Noakhali
PDC-897,DR. MD. TARIQUL ISLAM,"MBBS(Dhaka), BCS(Health), Md(Neurology).Mugda Medical & Hospital, Dhaka.",Neurology,Narayangonj
PDC-898,ASST. PROF. DR. MD. MEHEDI HASAN,,Neurology,Barisal
PDC-899,DR. MD. HUMAYUN KABIR,,Neurology,Chattogram
PDC-900,DR. MD REZAUL KARIM (REZA),"MBBS,MD (Neuromedicie), BCS(Health),Member Of American Academy Of Neurology,Registrar (Department Of Neurology) Mymensingh Medical College Hospital.",Neurology,Mymensingh
PDC-901,DR. MD.TOWFIQUL ISLAM (MILON),,Neurology,Bogura
PDC-902,ASSO.PROF.DR.MD.ZAKIRUL ISLAM (JUWEL),,Neurology,Savar
PDC-903,ASSTT. PROF. DR. ASHOK KUMAR PHANI,,Neurology,Dinajpur
PDC-904,PROF. DR. AHSAN HABIB HELAL,,Neurology,Dhanmondi
PDC-905,DR. MUHAMMAD SAIFUL ISLAM ( MD),,Neurology,Gazipur
PDC-906,PROF. DR. MALIHA HAKIM,,Neurology,Barisal
PDC-907,DR. MD. ASHADUZZAMAN,,Neurology,Bogura
PDC-908,DR. SHUBHRANGSHU BANERJEE,"MBBS, BCS (Health). FCPS (FP) Medician. MD (Neurology). MACP (America).Fellowship Movement Disoder (India), Department Of Neurology.Mymensingh Medical Collage Hospital. Mymensingh",Neurology,Mymensingh
PDC-909,DR. ASHIM KUMAR CHOWDHURI,"MBBS; GDPH (Australia); MD (Neuromedicine); Senior Consaltant, Chottogram Medical College & Hospital, Chottogram.",Neurology,Noakhali
PDC-910,DR. MD. RIFAT KAMAL,,Neurology,Chattogram
PDC-911,ASST.PROF.DR. PEYEL AHMMAD KHAN,"MBBS, BCS(Health), MD(Neurology) Current Posting:-National Institute of Neurosciences & Hospital. Reg No:- A- 61131",Neurology,Narayangonj
PDC-912,DR. PRIYATOSH DAS,,Neurology,Chattogram
PDC-913,DR. MD. AMJAD HOSSAIN PRAMANIK,"MBBS, BCS (Health), MD (Neuromedicine) Assistant Professor (Neuromedicine) Neuro Medicine & Medicine Specialist Rajshahi Medical College Hospital",Neurology,Rajshahi
PDC-914,DR. NAZMUL HOQUE MUNNA,"MBBS (DMC), BCS (Health), MCPS (Medicine), MD (Neurology), Member-American Academy of Neurology, Assistant Professor(Neurology) National Institute of Neurosciences & Hospital, Dhaka",Neurology,Dhanmondi
PDC-915,DR. AJOY KUMAR AGARWALA,"MBBS (RSM), BCS (Health), MD (Neurology)BSMMU, MRCP(Paces), Sir Salimullah Medical College & Mitford Hospital.. BMDC No. A.50823",Neurology,Narayangonj
PDC-916,PROF. DR. RAFIQUL ISLAM,"MBBS, FCPS (Medicine), WHO Fellow in Neurology (Thailand), Trained in Neurosonology (NUH, Singapore), Neurologist & Medicine Specialist (Neurologist), Former Chairman & Head of Department (Neurology), Bangabandhu Sheikh Mujib Medical University (Ex. PG Hospital), Dhaka.",Neurology,Dhanmondi
PDC-917,DR. TAHIRA JANNAT,"MBBS, BCS(Health), MCPS(Medicine), MD(Neurology) Current Posting:-BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Neurology,Narayangonj
PDC-918,DR. KAZI JANNAT ARA,"MBBS (DU), FCPS (Neurology). Bangabandhu Sheikh Mujib Medical University. Dhaka (PG).","Child Neurology, Neurology",Narayangonj
PDC-919,PROF. DR.MALIHA HAKIM,"MBBS,MD,(Neurology) Head, Brain, Epilepsy & Neurology Specialist Professor & Head Department Of Neurology National Institute of Neurosciences & Hospital.",Neurology,Dhanmondi
PDC-920,DR. SWAPAN KUMAR RAY,"MBBS, BCS (Health), MD (Neurology), National Institute of Neurosciences & Hospital, Dhaka.",Neurology,Noakhali
PDC-921,DR. UTTAM ROY,,Neurology,Barisal
PDC-922,PROF. DR. KANUJ KUMAR BARMAN,"MBBS (Dhaka), M.Sc. MPH, MD (Neurology), Fellowship in Epileptology (India), Trained in Japan & South Korea, Specialist in Medicine & Neuro Medicine, Professor, Department of Neurology, Bangabandhu Sheikh Mujib Medical University, Dhaka.",Neurology,Dhanmondi
PDC-923,DR. DEWAN MONIRUL ISLAM,"MBBS; BCS (Health); MD (Neurology); Chattogram Medical College & Hospital, Chattogram.",Neurology,Noakhali
PDC-924,ASSTT.PROF. DR. MUKUL KUMAR SARKER,"MBBS,MD(Neurology), Assistant Professor, Department of Neurology, Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-925,DR. ASHFAQUE AHMMED,Consultant,Neurology,Rangpur
PDC-926,PROF. DR. A.S.M. KAMRUL HASAN,"MBBS, MS(Neuro) Professor & head of department of Neuro Surgery. Holy Family Red Crecent Medical College & Hospital, Dhaka.","Neuro Surgery, Neurology",Narayangonj
PDC-927,DR. RANJIT KUMAR GHOSH,"MBBS; MD (Neurology); Bangabandhu Sheikh Mujib Medical University, Dhaka.",Neurology,Noakhali
PDC-928,DR.BISWOJIT MONDAL(SHOVON),"MBBS, BCS, (Health) FCPS (Medicine), MD (Neurology) Consultant- Khulna Medical College Hospital,Khulna.",Neurology,Khulna
PDC-929,ASSTT. PROF. DR. PROSAD KUMAR SARKER,"MBBS, BCS (Health) MD(Neurology) BSMMU, Asstt. Prof. , Derpartmant of Neuromedicine, Rajshahi Medical College Hospital",Neurology,Rajshahi
PDC-930,PROF. DR. COL. MD. MOZIBUR RAHMAN (MORNING),,Neurology,Mirpur
PDC-931,DR.SHAGOR DEB(TAPU),,Neurology,Chattogram
PDC-932,DR. MD. HASIBUL HASAN,"MBBS(Dhaka), MD(Neurology) Dhaka Medical College Hospital",Neurology,Narayangonj
PDC-933,ASST.PROF. DR. ASHISH CHOWDHURY,,Neurology,Kushtia
PDC-934,PROF. DR. PARITOSH KUMAR SARKAR,"MBBS. BCS. MD(Neurology). Professor Department Of Neurology, National Institute Of Neuroscience & Hospital","Neurology, Nuclear Medicine",Jatrabari
PDC-935,ASSOC. PROF.DR. KABIRUZZAMAN,MBBS. BCS. FCPS(Medicine). MD(Neurology). Associate Professor Department Of Neurology National Institute Of Neuroscience Hospital,Neurology,Jatrabari
PDC-936,ASST. PROF. DR. FAKHRUL ISLAM,"MBBS. BCS. MD( Neurology). Assistant Professor Department Of neurology, Dhaka medical College Hospital",Neurology,Jatrabari
PDC-937,DR. RAKESH KUMAR MONDOL,"MBBS.FCPS(Medicine).BCS.MD(Neurology) . Senior Consultatnt, Sheikh Mujib Medical College University",Neurology,Jatrabari
PDC-938,DR. KHANDAKAR RASHED AHMED ( RIFAT ),"MBBS ( Dhaka ) , BCS ( Health ) , CCD ( Birdem ) MD ( Neurology ) , Final Part , Department of Neurology , Specially Trained in Medicine, Diabetes, Headache, Rhematic Pain, Epilepsy & Paralysis, Bangabandhu Sheikh Mujib Medical University ( PG Hospital ) Dhaka.",Neurology,Dhanmondi
PDC-939,DR. ABUL HASNAT RASEL,,Neurology,Barisal
PDC-940,DR.SYED ARIF UDDIN,,Neurology,Chattogram
PDC-941,DR. MD. EMDADUL HAQUE,"MBBS, BCS (Health), MD (Neuromedicine) Consultant , Neuromedicine & Medicine Specialist,Rajshahi Medical College & Hospital",Neurology,Rajshahi
PDC-942,PROF. DR. KHAIRUL KABIR,,Neurology,Badda
PDC-943,DR. TASMIA SALSABIL,,"Medicine, Neurology",Barisal
PDC-944,DR. ABUL HASNAT RASEL,"MBBS, BCS(Health), MD(Neurology) Current Posting:-Sir Salimullah Medical College(Midford Hospital)",Neurology,Narayangonj
PDC-945,ASSOT.PROF.DR.FARHANA MOSLEH UDDIN,"MBBS (Dhaka),MRCP (London) FCPS (Medicine),MD (Neurology) Assot. Professor,Neurology (DCMCH) Consultant of Stroke Neurology (England NHS) Assot.Professor.Neurology Dhaka Medical College & Hospital.",Neurology,Shyamoli
PDC-946,DR. RANJIT KUMAR GHOSH,"MBBS, MD(Neurology) Consultant Neurology. BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Neurology,Narayangonj
PDC-947,PROF. DR. AHMED HOSSAIN CHOWDHURY (HARUN),"MBBS, BCS (Health), MD (Neurology), Professor, Department of Neurology, Dhaka Medical College & Hospital, Dhaka.",Neurology,Dhanmondi
PDC-948,PROF. DR. M. BAHADUR ALI MIAH,"MBBS(DMC), MD(Neurology), Fellow Interventional Neurology & Stroke Therapy, SGRH(India), Bangabandhu Sheikh Mujib Medical University, Dhaka.",Neurology,Gazipur
PDC-949,DR. CHOWDHURY NEAMUL HASSAN REFAYET,,Neurology,Badda
PDC-950,ASSO. PROF. DR. ABDUS SALAM,"MBBS, MD-Neurology, PDF-Epilepsy . Neurologist & Epileptologist. Fellow: Asian Epilepsy Academy , (Spesially Trained On Epilepsy From India & Japan) Asso.Prof. & Head, Dept. Of Neurology. Shaheed Sheikh Abu Naser Specialized Hospital, Khulna. Email:a.salamk51@gmail.com",Neurology,Khulna
PDC-951,PROF. DR. PARITOSH KUMAR SARKAR (REPORT),"MBBS, BCS, MD (National Institute of Neuroscience & Hospital)",Neurology,Shantinagar
PDC-952,PROF.DR.KAZI GIAS UDDIN AHMED,,Neurology,Uttara
PDC-953,PROFESSOR DR. RASHIMUL HAQUE RIMON,,Neurology,Garib-E-Newaz
PDC-954,ASSO. PROF. DR. MD. MOSARRAF HOSSAIN,,Neurology,Garib-E-Newaz
PDC-955,ASSO. PROF. DR. ANIS AHMED,,Neurology,Garib-E-Newaz
PDC-956,PROF.DR. AMIT WAJIB,,Neurology,Uttara
PDC-957,DR. MD. MIZANUR RAHMAN,,Neurology,Kushtia
